user_id,username,action,resource,resource_sensitivity,status,time_classification,timestamp,risk_score,severity,anomaly_reasons,is_anomaly,user_dept,user_role,privilege,hire_date,days_inactive,is_active
USR00028,paul.singh,sql_query,BI_Tool,low,success,business_hours,2025-10-31 07:50:00,25,LOW,Unapproved resource: BI_Tool,0,HR,Officer,admin,2023-11-27,28,True
USR00041,matthew.huang,file_access,Email_Archive,medium,success,business_hours,2025-11-01 07:05:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,Operations,Lead,power-user,2025-10-08,7,True
USR00090,neha.o'brien,sql_query,BI_Tool,low,success,business_hours,2025-11-01 12:39:00,45,MEDIUM,Unapproved resource: BI_Tool|Account inactive 57 days,1,Finance,Officer,admin,2024-07-03,57,True
USR00093,nadia.muller,api_call,HRIS,high,success,unusual_hours,2025-11-01 15:06:00,93,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 46 days,1,Sales,Director,user,2024-02-07,46,True
USR00001,daniel.singh,file_access,Customer_Vault,high,success,business_hours,2025-11-03 08:34:00,50,MEDIUM,Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Compliance,Lead,user,2024-04-04,20,True
USR00079,varun.weber,file_access,SIEM,medium,success,business_hours,2025-11-03 11:15:00,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 52 days,1,Engineering,Engineer,user,2025-02-10,52,True
USR00050,nisha.martinez,export_data,Customer_Vault,high,success,night,2025-11-05 16:14:00,90,CRITICAL,Off-hours access (night)|Sensitive resource (high)|High-risk action: export_data|Unapproved resource: Customer_Vault,1,HR,Architect,user,2024-02-19,25,True
USR00073,joshua.becker,admin_operation,Data_Lake,medium,success,business_hours,2025-11-05 18:17:00,80,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Data_Lake|User privilege doing admin action,1,Security,Engineer,user,2025-02-03,20,True
USR00088,william.jang,file_access,Email_Archive,medium,success,business_hours,2025-11-06 10:54:00,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 36 days,1,Engineering,Engineer,admin,2024-10-14,36,True
USR00098,jason.white,admin_operation,Data_Lake,medium,success,business_hours,2025-11-07 18:39:00,70,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Data_Lake|Account inactive 52 days,1,Compliance,Lead,power-user,2023-04-03,52,True
USR00056,william.kumar,login,Admin_Console,medium,success,weekend,2025-11-07 19:02:00,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 58 days,1,Compliance,Manager,user,2023-09-13,58,True
USR00008,thomas.iyer,sql_query,Email_Archive,medium,success,business_hours,2025-11-08 06:10:00,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 57 days,1,Sales,Administrator,user,2022-04-27,57,True
USR00022,harsh.patel,login,Email_Archive,medium,success,business_hours,2025-11-10 12:56:00,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 52 days,1,Legal,Specialist,user,2025-04-22,52,True
USR00083,ryan.thomas,file_access,File_Share,low,success,business_hours,2025-11-11 09:49:00,25,LOW,Unapproved resource: File_Share,0,Marketing,Executive,service-account,2025-02-21,17,True
USR00033,michael.sharma,file_access,BI_Tool,low,success,business_hours,2025-11-11 11:44:00,25,LOW,Unapproved resource: BI_Tool,0,Legal,Officer,power-user,2023-06-10,26,True
USR00028,paul.singh,login,BI_Tool,low,success,business_hours,2025-11-12 02:24:00,22,LOW,Unapproved resource: BI_Tool,0,HR,Officer,admin,2023-11-27,28,True
USR00090,neha.o'brien,export_data,Data_Lake,medium,success,business_hours,2025-11-12 08:16:00,75,HIGH,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Data_Lake|Account inactive 57 days,1,Finance,Officer,admin,2024-07-03,57,True
USR00075,timothy.huang,login,SIEM,medium,failure,business_hours,2025-11-14 07:30:00,47,MEDIUM,Sensitive resource (medium)|Unapproved resource: SIEM|Access attempt FAILED,1,Sales,Manager,user,2023-12-15,21,True
USR00067,donald.wang,admin_operation,Email_Archive,medium,success,business_hours,2025-11-14 15:46:00,100,CRITICAL,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Email_Archive|User privilege doing admin action|Account inactive 54 days,1,Marketing,Manager,user,2023-07-01,54,True
USR00005,george.lim,login,Email_Archive,medium,failure,business_hours,2025-11-15 09:22:00,67,HIGH,Sensitive resource (medium)|Unapproved resource: Email_Archive|Access attempt FAILED|Account inactive 57 days,1,Engineering,Administrator,user,2025-05-25,57,True
USR00026,stephen.bhat,api_call,GL_System,high,success,business_hours,2025-11-17 17:53:00,73,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 33 days,1,Finance,Director,user,2022-12-14,33,True
USR00028,paul.singh,api_call,Data_Lake,medium,success,business_hours,2025-11-17 19:16:00,38,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,HR,Officer,admin,2023-11-27,28,True
USR00024,nicholas.jackson,admin_operation,GL_System,high,success,business_hours,2025-11-19 10:19:00,100,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: GL_System|User privilege doing admin action|Account inactive 31 days,1,Compliance,Lead,user,2023-11-01,31,True
USR00070,jeffrey.chen,file_access,SIEM,medium,success,business_hours,2025-11-19 13:17:00,35,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,IT,Administrator,power-user,2024-02-02,19,True
USR00051,meera.quinn,sql_query,Data_Lake,medium,success,business_hours,2025-11-20 04:13:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,Executive,Developer,user,2025-01-26,30,True
USR00047,george.clark,sql_query,HRIS,high,success,business_hours,2025-11-20 18:52:00,70,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 55 days,1,Engineering,Lead,power-user,2024-04-12,55,True
USR00005,george.lim,sql_query,Email_Archive,medium,success,unusual_hours,2025-11-20 21:42:00,75,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 57 days,1,Engineering,Administrator,user,2025-05-25,57,True
USR00015,sophia.white,api_call,HRIS,high,success,business_hours,2025-11-21 03:28:00,53,MEDIUM,Sensitive resource (high)|Unapproved resource: HRIS,1,Security,Developer,admin,2025-10-04,24,True
USR00048,xiulan.colombo,sql_query,BI_Tool,low,success,business_hours,2025-11-21 03:57:00,45,MEDIUM,Unapproved resource: BI_Tool|Account inactive 34 days,1,Compliance,Administrator,user,2023-10-28,34,True
USR00085,varun.rao,login,Data_Lake,medium,success,weekend,2025-11-21 20:32:00,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 44 days,1,Marketing,Developer,user,2022-07-24,44,True
USR00055,neha.johnson,export_data,Admin_Console,medium,success,business_hours,2025-11-21 23:54:00,75,HIGH,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Admin_Console|Account inactive 49 days,1,Sales,Analyst,user,2025-05-20,49,True
USR00023,isha.jones,admin_operation,Email_Archive,medium,success,business_hours,2025-11-22 23:59:00,70,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Email_Archive|Account inactive 55 days,1,Legal,Director,power-user,2024-03-25,55,True
USR00071,richard.johnson,login,SIEM,medium,success,business_hours,2025-11-24 03:44:00,32,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,HR,Administrator,user,2022-03-25,23,True
USR00064,zainab.pillai,api_call,BI_Tool,low,success,business_hours,2025-11-24 04:36:00,48,MEDIUM,Unapproved resource: BI_Tool|Account inactive 58 days,1,HR,Director,user,2023-08-19,58,True
USR00011,maria.o'brien,export_data,File_Share,low,success,business_hours,2025-11-26 08:50:00,45,MEDIUM,High-risk action: export_data|Unapproved resource: File_Share,1,Security,Administrator,user,2025-09-10,16,True
USR00040,nicholas.romano,api_call,Customer_Vault,high,success,night,2025-11-26 21:37:00,93,CRITICAL,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: Customer_Vault|Account inactive 52 days,1,Security,Officer,power-user,2023-12-02,52,True
USR00066,ronald.martin,file_access,PROD_DB,high,success,unusual_hours,2025-11-27 19:29:00,70,HIGH,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: PROD_DB,1,Security,Specialist,user,2025-12-10,29,True
USR00078,christopher.menon,api_call,File_Share,low,success,business_hours,2025-11-28 10:15:00,28,LOW,Unapproved resource: File_Share,0,Executive,Officer,service-account,2023-01-02,22,True
USR00075,timothy.huang,api_call,HRIS,high,success,business_hours,2025-11-28 11:26:00,53,MEDIUM,Sensitive resource (high)|Unapproved resource: HRIS,1,Sales,Manager,user,2023-12-15,21,True
USR00018,meera.burke,api_call,BI_Tool,low,success,night,2025-11-28 12:37:00,68,HIGH,Off-hours access (night)|Unapproved resource: BI_Tool|Account inactive 59 days,1,Operations,Executive,power-user,2025-10-04,59,True
USR00082,arjun.hwang,sql_query,SIEM,medium,success,business_hours,2025-11-28 19:05:00,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 52 days,1,Legal,Manager,admin,2024-09-21,52,True
USR00010,jacob.patel,login,PROD_DB,high,success,business_hours,2025-11-29 20:54:00,27,LOW,Sensitive resource (high),0,Marketing,Architect,user,2025-09-20,1,True
USR00049,thomas.kang,admin_operation,HRIS,high,success,weekend,2025-11-30 11:54:00,95,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: HRIS|User privilege doing admin action,1,Engineering,Administrator,user,2022-08-24,24,True
USR00039,stephen.bhat,api_call,File_Share,low,failure,business_hours,2025-11-30 23:28:00,43,MEDIUM,Unapproved resource: File_Share|Access attempt FAILED,1,Engineering,Engineer,user,2023-09-11,25,True
USR00012,vikram.white,sql_query,Admin_Console,medium,success,business_hours,2025-12-01 17:05:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Operations,Director,service-account,2024-12-04,25,True
USR00037,ronald.wilson,api_call,Admin_Console,medium,failure,business_hours,2025-12-01 17:41:00,53,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Access attempt FAILED,1,Finance,Coordinator,power-user,2024-03-06,25,True
USR00052,leila.sun,admin_operation,BI_Tool,low,success,business_hours,2025-12-02 03:34:00,90,CRITICAL,High-risk action: admin_operation|Unapproved resource: BI_Tool|User privilege doing admin action|Account inactive 53 days,1,Engineering,Administrator,user,2024-04-05,53,True
USR00096,edward.thomas,login,SIEM,medium,success,business_hours,2025-12-02 17:41:00,32,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,Operations,Officer,service-account,2023-04-08,24,True
USR00012,vikram.white,sql_query,Admin_Console,medium,success,business_hours,2025-12-02 20:52:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Operations,Director,service-account,2024-12-04,25,True
USR00076,stephen.guo,sql_query,Data_Lake,medium,success,night,2025-12-04 14:47:00,55,MEDIUM,Off-hours access (night)|Sensitive resource (medium)|Unapproved resource: Data_Lake,1,Finance,Lead,user,2025-10-30,8,True
USR00067,donald.wang,login,BI_Tool,low,success,unusual_hours,2025-12-05 00:50:00,62,MEDIUM,Off-hours access (unusual_hours)|Unapproved resource: BI_Tool|Account inactive 54 days,1,Marketing,Manager,user,2023-07-01,54,True
USR00034,harsh.jones,file_access,Data_Lake,medium,success,weekend,2025-12-06 07:53:00,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 43 days,1,Operations,Specialist,service-account,2024-10-23,43,True
USR00067,donald.wang,sql_query,Data_Lake,medium,success,unusual_hours,2025-12-07 03:36:00,75,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: Data_Lake|Account inactive 54 days,1,Marketing,Manager,user,2023-07-01,54,True
USR00059,thomas.lewis,export_data,HRIS,high,success,unusual_hours,2025-12-07 13:11:00,100,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|High-risk action: export_data|Unapproved resource: HRIS|Account inactive 58 days,1,Finance,Director,power-user,2024-08-12,58,True
USR00007,robert.smith,file_access,SIEM,medium,failure,unusual_hours,2025-12-07 14:19:00,90,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: SIEM|Access attempt FAILED|Account inactive 44 days,1,Operations,Lead,user,2025-05-25,44,True
USR00065,timothy.xu,login,SIEM,medium,success,business_hours,2025-12-08 08:59:00,32,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,Marketing,Architect,user,2023-02-03,6,True
USR00071,richard.johnson,export_data,Email_Archive,medium,success,business_hours,2025-12-10 08:56:00,55,MEDIUM,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Email_Archive,1,HR,Administrator,user,2022-03-25,23,True
USR00059,thomas.lewis,file_access,Customer_Vault,high,success,unusual_hours,2025-12-11 00:31:00,90,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: Customer_Vault|Account inactive 58 days,1,Finance,Director,power-user,2024-08-12,58,True
USR00008,thomas.iyer,export_data,BI_Tool,low,success,night,2025-12-11 15:55:00,85,CRITICAL,Off-hours access (night)|High-risk action: export_data|Unapproved resource: BI_Tool|Account inactive 57 days,1,Sales,Administrator,user,2022-04-27,57,True
USR00050,nisha.martinez,admin_operation,SIEM,medium,success,business_hours,2025-12-11 22:49:00,80,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: SIEM|User privilege doing admin action,1,HR,Architect,user,2024-02-19,25,True
USR00093,nadia.muller,login,SIEM,medium,success,unusual_hours,2025-12-12 19:51:00,72,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 46 days,1,Sales,Director,user,2024-02-07,46,True
USR00023,isha.jones,sql_query,SIEM,medium,success,business_hours,2025-12-13 18:53:00,35,LOW,Sensitive resource (medium)|Account inactive 55 days,0,Legal,Director,power-user,2024-03-25,55,True
USR00073,joshua.becker,sql_query,SIEM,medium,success,unusual_hours,2025-12-13 22:00:00,55,MEDIUM,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: SIEM,1,Security,Engineer,user,2025-02-03,20,True
USR00079,varun.weber,file_access,BI_Tool,low,success,night,2025-12-14 14:07:00,65,HIGH,Off-hours access (night)|Unapproved resource: BI_Tool|Account inactive 52 days,1,Engineering,Engineer,user,2025-02-10,52,True
USR00041,matthew.huang,login,SIEM,medium,success,business_hours,2025-12-14 16:25:00,32,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,Operations,Lead,power-user,2025-10-08,7,True
USR00048,xiulan.colombo,export_data,GL_System,high,success,unusual_hours,2025-12-14 21:05:00,100,CRITICAL,Off-hours access (unusual_hours)|Sensitive resource (high)|High-risk action: export_data|Unapproved resource: GL_System|Account inactive 34 days,1,Compliance,Administrator,user,2023-10-28,34,True
USR00081,isha.ghosh,api_call,HRIS,high,success,business_hours,2025-12-15 01:31:00,73,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 44 days,1,IT,Manager,power-user,2025-12-26,44,True
USR00002,kenneth.moore,api_call,Admin_Console,medium,success,business_hours,2025-12-15 15:36:00,38,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Sales,Architect,service-account,2025-12-07,13,True
USR00022,harsh.patel,login,GL_System,high,success,business_hours,2025-12-16 03:31:00,67,HIGH,Sensitive resource (high)|Unapproved resource: GL_System|Account inactive 52 days,1,Legal,Specialist,user,2025-04-22,52,True
USR00096,edward.thomas,api_call,BI_Tool,low,success,business_hours,2025-12-16 16:04:00,28,LOW,Unapproved resource: BI_Tool,0,Operations,Officer,service-account,2023-04-08,24,True
USR00041,matthew.huang,sql_query,HRIS,high,success,business_hours,2025-12-16 18:19:00,50,MEDIUM,Sensitive resource (high)|Unapproved resource: HRIS,1,Operations,Lead,power-user,2025-10-08,7,True
USR00047,george.clark,sql_query,HRIS,high,success,business_hours,2025-12-16 19:13:00,70,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 55 days,1,Engineering,Lead,power-user,2024-04-12,55,True
USR00036,nicholas.harris,login,PROD_DB,high,success,weekend,2025-12-17 17:51:00,67,HIGH,Sensitive resource (high)|Unapproved resource: PROD_DB|Account inactive 40 days,1,Marketing,Analyst,user,2025-11-25,40,True
USR00010,jacob.patel,sql_query,SIEM,medium,success,unusual_hours,2025-12-18 00:44:00,55,MEDIUM,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: SIEM,1,Marketing,Architect,user,2025-09-20,1,True
USR00086,ryan.colombo,api_call,Admin_Console,medium,success,business_hours,2025-12-21 22:40:00,58,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 49 days,1,Engineering,Analyst,service-account,2024-11-18,49,True
USR00082,arjun.hwang,file_access,SIEM,medium,success,business_hours,2025-12-22 04:59:00,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: SIEM|Account inactive 52 days,1,Legal,Manager,admin,2024-09-21,52,True
USR00053,timothy.jo,api_call,BI_Tool,low,success,business_hours,2025-12-22 21:23:00,28,LOW,Unapproved resource: BI_Tool,0,Engineering,Engineer,user,2025-09-20,11,True
USR00053,timothy.jo,login,File_Share,low,success,business_hours,2025-12-23 08:58:00,22,LOW,Unapproved resource: File_Share,0,Engineering,Engineer,user,2025-09-20,11,True
USR00005,george.lim,login,HRIS,high,failure,business_hours,2025-12-24 11:43:00,82,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Access attempt FAILED|Account inactive 57 days,1,Engineering,Administrator,user,2025-05-25,57,True
USR00020,karan.white,file_access,Email_Archive,medium,success,business_hours,2025-12-24 19:13:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,IT,Specialist,user,2023-12-14,25,True
USR00041,matthew.huang,export_data,GL_System,high,success,weekend,2025-12-25 15:25:00,70,HIGH,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: GL_System,1,Operations,Lead,power-user,2025-10-08,7,True
USR00047,george.clark,admin_operation,SIEM,medium,success,business_hours,2025-12-28 20:01:00,70,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: SIEM|Account inactive 55 days,1,Engineering,Lead,power-user,2024-04-12,55,True
USR00001,daniel.singh,sql_query,Admin_Console,medium,success,weekend,2025-12-31 01:37:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Compliance,Lead,user,2024-04-04,20,True
USR00053,timothy.jo,admin_operation,Customer_Vault,high,success,night,2026-01-01 02:56:00,100,CRITICAL,Off-hours access (night)|Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault|User privilege doing admin action,1,Engineering,Engineer,user,2025-09-20,11,True
USR00063,daniel.colombo,login,Customer_Vault,high,success,business_hours,2026-01-01 22:58:00,67,HIGH,Sensitive resource (high)|Unapproved resource: Customer_Vault|Account inactive 52 days,1,Sales,Specialist,power-user,2025-03-04,52,True
USR00024,nicholas.jackson,login,Customer_Vault,high,success,business_hours,2026-01-02 11:38:00,67,HIGH,Sensitive resource (high)|Unapproved resource: Customer_Vault|Account inactive 31 days,1,Compliance,Lead,user,2023-11-01,31,True
USR00054,edward.smith,file_access,Customer_Vault,high,success,unusual_hours,2026-01-02 18:53:00,70,HIGH,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Support,Specialist,user,2023-07-28,12,True
USR00056,william.kumar,login,File_Share,low,success,business_hours,2026-01-03 06:01:00,42,MEDIUM,Unapproved resource: File_Share|Account inactive 58 days,1,Compliance,Manager,user,2023-09-13,58,True
USR00074,mark.he,sql_query,Admin_Console,medium,success,business_hours,2026-01-03 11:47:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Security,Officer,user,2022-03-26,0,True
USR00076,stephen.guo,file_access,Customer_Vault,high,success,business_hours,2026-01-03 17:00:00,50,MEDIUM,Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Finance,Lead,user,2025-10-30,8,True
USR00053,timothy.jo,sql_query,GL_System,high,success,business_hours,2026-01-04 11:18:00,50,MEDIUM,Sensitive resource (high)|Unapproved resource: GL_System,1,Engineering,Engineer,user,2025-09-20,11,True
USR00096,edward.thomas,sql_query,Email_Archive,medium,success,business_hours,2026-01-04 22:53:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,Operations,Officer,service-account,2023-04-08,24,True
USR00045,stephen.kumar,sql_query,BI_Tool,low,success,business_hours,2026-01-06 04:03:00,25,LOW,Unapproved resource: BI_Tool,0,Security,Coordinator,user,2022-09-10,26,True
USR00062,nisha.jones,api_call,HRIS,high,success,business_hours,2026-01-06 06:07:00,73,HIGH,Sensitive resource (high)|Unapproved resource: HRIS|Account inactive 36 days,1,Marketing,Coordinator,power-user,2023-10-20,36,True
USR00071,richard.johnson,admin_operation,Admin_Console,medium,failure,business_hours,2026-01-06 06:20:00,95,CRITICAL,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Admin_Console|User privilege doing admin action|Access attempt FAILED,1,HR,Administrator,user,2022-03-25,23,True
USR00068,robert.patel,admin_operation,PROD_DB,high,success,unusual_hours,2026-01-07 03:18:00,40,MEDIUM,Off-hours access (unusual_hours)|Sensitive resource (high)|High-risk action: admin_operation,1,Support,Lead,admin,2024-10-25,7,True
USR00001,daniel.singh,login,SIEM,medium,success,business_hours,2026-01-07 07:12:00,32,LOW,Sensitive resource (medium)|Unapproved resource: SIEM,0,Compliance,Lead,user,2024-04-04,20,True
USR00024,nicholas.jackson,admin_operation,File_Share,low,success,business_hours,2026-01-08 17:44:00,90,CRITICAL,High-risk action: admin_operation|Unapproved resource: File_Share|User privilege doing admin action|Account inactive 31 days,1,Compliance,Lead,user,2023-11-01,31,True
USR00014,david.thomas,export_data,File_Share,low,success,business_hours,2026-01-09 09:38:00,45,MEDIUM,High-risk action: export_data|Unapproved resource: File_Share,1,Support,Architect,user,2025-06-17,2,True
USR00033,michael.sharma,login,Customer_Vault,high,failure,unusual_hours,2026-01-10 02:53:00,82,HIGH,Off-hours access (unusual_hours)|Sensitive resource (high)|Unapproved resource: Customer_Vault|Access attempt FAILED,1,Legal,Officer,power-user,2023-06-10,26,True
USR00022,harsh.patel,admin_operation,Customer_Vault,high,success,business_hours,2026-01-10 13:25:00,100,CRITICAL,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault|User privilege doing admin action|Account inactive 52 days,1,Legal,Specialist,user,2025-04-22,52,True
USR00045,stephen.kumar,export_data,Admin_Console,medium,success,business_hours,2026-01-10 21:19:00,55,MEDIUM,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Admin_Console,1,Security,Coordinator,user,2022-09-10,26,True
USR00056,william.kumar,export_data,GL_System,high,success,business_hours,2026-01-12 18:40:00,90,CRITICAL,Sensitive resource (high)|High-risk action: export_data|Unapproved resource: GL_System|Account inactive 58 days,1,Compliance,Manager,user,2023-09-13,58,True
USR00093,nadia.muller,file_access,File_Share,low,success,business_hours,2026-01-14 03:37:00,45,MEDIUM,Unapproved resource: File_Share|Account inactive 46 days,1,Sales,Director,user,2024-02-07,46,True
USR00012,vikram.white,login,Data_Lake,medium,success,business_hours,2026-01-14 20:44:00,32,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,Operations,Director,service-account,2024-12-04,25,True
USR00060,vikram.gonzalez,file_access,Admin_Console,medium,success,weekend,2026-01-16 18:21:00,35,LOW,Sensitive resource (medium)|Unapproved resource: Admin_Console,0,Sales,Developer,power-user,2022-06-14,4,True
USR00000,pooja.murphy,export_data,File_Share,low,success,business_hours,2026-01-17 18:50:00,65,HIGH,High-risk action: export_data|Unapproved resource: File_Share|Account inactive 59 days,1,Executive,Developer,user,2024-12-21,59,True
USR00025,diya.romano,api_call,File_Share,low,success,business_hours,2026-01-21 10:54:05,28,LOW,Unapproved resource: File_Share,0,Marketing,Coordinator,power-user,2022-06-12,13,True
USR00048,xiulan.colombo,login,Admin_Console,medium,success,unusual_hours,2026-01-21 10:54:05,72,HIGH,Off-hours access (unusual_hours)|Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 34 days,1,Compliance,Administrator,user,2023-10-28,34,True
USR00034,harsh.jones,login,Admin_Console,medium,success,business_hours,2026-01-21 10:54:05,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 43 days,1,Operations,Specialist,service-account,2024-10-23,43,True
USR00026,stephen.bhat,login,Admin_Console,medium,success,business_hours,2026-01-21 10:54:05,52,MEDIUM,Sensitive resource (medium)|Unapproved resource: Admin_Console|Account inactive 33 days,1,Finance,Director,user,2022-12-14,33,True
USR00057,zainab.jo,login,SIEM,medium,success,business_hours,2026-01-21 10:54:06,0,LOW,Sensitive resource (medium),0,Sales,Architect,admin,2024-06-15,14,True
USR00019,joshua.white,sql_query,BI_Tool,low,success,business_hours,2026-01-21 10:54:06,25,LOW,Unapproved resource: BI_Tool,0,Finance,Coordinator,user,2024-06-20,2,True
USR00009,aditya.burke,admin_operation,Customer_Vault,high,success,business_hours,2026-01-21 10:54:06,65,HIGH,Sensitive resource (high)|High-risk action: admin_operation|Unapproved resource: Customer_Vault,1,Finance,Architect,power-user,2024-02-27,23,True
USR00031,amitabh.taylor,login,GL_System,high,success,business_hours,2026-01-22 10:54:05,47,MEDIUM,Sensitive resource (high)|Unapproved resource: GL_System,1,Finance,Director,power-user,2024-01-24,30,True
USR00075,timothy.huang,api_call,Customer_Vault,high,success,night,2026-01-22 10:54:05,73,HIGH,Off-hours access (night)|Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Sales,Manager,user,2023-12-15,21,True
USR00096,edward.thomas,file_access,Customer_Vault,high,success,business_hours,2026-01-22 10:54:05,50,MEDIUM,Sensitive resource (high)|Unapproved resource: Customer_Vault,1,Operations,Officer,service-account,2023-04-08,24,True
USR00025,diya.romano,export_data,Email_Archive,medium,success,business_hours,2026-01-22 10:54:05,55,MEDIUM,Sensitive resource (medium)|High-risk action: export_data|Unapproved resource: Email_Archive,1,Marketing,Coordinator,power-user,2022-06-12,13,True
USR00025,diya.romano,file_access,Email_Archive,medium,success,business_hours,2026-01-22 10:54:05,35,LOW,Sensitive resource (medium)|Unapproved resource: Email_Archive,0,Marketing,Coordinator,power-user,2022-06-12,13,True
USR00027,pooja.sullivan,admin_operation,Email_Archive,medium,success,business_hours,2026-01-22 10:54:06,70,HIGH,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: Email_Archive|Account inactive 34 days,1,Support,Lead,admin,2024-02-21,34,True
USR00082,arjun.hwang,sql_query,Email_Archive,medium,success,business_hours,2026-01-22 10:54:06,55,MEDIUM,Sensitive resource (medium)|Unapproved resource: Email_Archive|Account inactive 52 days,1,Legal,Manager,admin,2024-09-21,52,True
USR00013,jonathan.jackson,admin_operation,SIEM,medium,success,business_hours,2026-01-22 10:54:06,100,CRITICAL,Sensitive resource (medium)|High-risk action: admin_operation|Unapproved resource: SIEM|User privilege doing admin action|Account inactive 34 days,1,Sales,Administrator,user,2022-05-30,34,True
USR00041,matthew.huang,login,Data_Lake,medium,success,business_hours,2026-01-22 10:54:06,32,LOW,Sensitive resource (medium)|Unapproved resource: Data_Lake,0,Operations,Lead,power-user,2025-10-08,7,True
USR00018,meera.burke,sql_query,BI_Tool,low,success,night,2026-01-22 10:54:06,65,HIGH,Off-hours access (night)|Unapproved resource: BI_Tool|Account inactive 59 days,1,Operations,Executive,power-user,2025-10-04,59,True
